HUNDENAME,GEBURTSJAHR_HUND,GESCHLECHT_HUND
"Ralphie",2007,"m"
"Rambo",2005,"m"
"Rambo",2015,"m"
"Rambo",2006,"m"
"Rambo",2011,"m"
"Rambo",2017,"m"
"Rambo",2006,"m"
"Rambo",2011,"m"
"Rambo",2015,"m"
"Rambo",2015,"m"
"Ramon",2012,"m"
"Ramona",2008,"w"
"Ramsey",2011,"m"
"Rancher Craig",2011,"m"
"Randy",2008,"m"
"Randy",2014,"m"
"Rani",2011,"w"
"Rani",2017,"w"
"Rani",2015,"w"
"Rani",2016,"w"
"Ranja del tesoro d'oro",2014,"w"
"Rasco v. Eickerwäldli",2005,"m"
"Rasmus",2015,"m"
"Rasta",2005,"w"
"Rasta",2012,"w"
"Ratanplan",2014,"m"
"Rathinho",2007,"m"
"Ratzfatz",2016,"m"
"Rave (Noel)",2008,"m"
"Ravenna",2004,"w"
"Ray",2014,"m"
"Ray",2016,"m"
"Ray (Camillio)",2016,"m"
"Raya",2007,"w"
"Rea (Ria)",2009,"w"
"Real",2016,"m"
"Reava",2018,"w"
"Rebeca",2010,"w"
"Rebell",2012,"m"
"Red Rbell",2011,"m"
"Red Rose of green garden",2016,"w"
"Regina Moura",2017,"w"
"Regun Bongo",2018,"m"
"Reiko",2010,"m"
"Rejy",2014,"m"
"Remj",2013,"m"
"Remus",2004,"m"
"Renard",2013,"m"
"Renegade/Artschi",2008,"m"
"Renzo",2015,"m"
"Rex",2017,"m"
"Rex",2007,"m"
"Rex",2010,"m"
"Rex",2009,"m"
"Rex",2017,"m"
"Rex",2005,"m"
"Rex",2004,"m"
"Rexi",2015,"w"
"Rey",2006,"m"
"Rey",2016,"m"
"Reya",2008,"w"
"Rhaya",2015,"w"
"Rhea",2014,"w"
"Ria",2014,"w"
"Ria",2018,"w"
"Ria",2018,"w"
"Rica",2005,"w"
"Ricarda",2005,"w"
"Ricchi",2008,"m"
"Ricci",2011,"m"
"Ricco",2008,"m"
"Richard (James Dean)",2018,"m"
"Ricki",2016,"m"
"Ricki",2005,"m"
"Ricky",2012,"m"
"Ricky-Rock'n Roll",2011,"m"
"Rico",2012,"m"
"Rico",2013,"m"
"Rico",2008,"m"
"Rico",2013,"m"
"Rico",2009,"m"
"Rico",2010,"m"
"Rico",2004,"m"
"Rico",2004,"m"
"Rico",2007,"m"
"Rico",2009,"m"
"Rico v. Stall Senn",2016,"m"
"Rihana",2012,"w"
"Riki",2013,"m"
"Riko",2017,"m"
"Riko",2007,"m"
"Riley",2014,"w"
"Riley",2015,"m"
"Riley",2012,"w"
"Riley",2011,"m"
"Rimus",2008,"m"
"Rina",2017,"w"
"Rina",2015,"w"
"Ringo",2015,"m"
"Ringo",2018,"m"
"Ringo",2010,"m"
"Ringo (Tyson)",2016,"m"
"Rino",2016,"m"
"Rino Sugar",2015,"m"
"Rio",2012,"m"
"Rio",2007,"m"
"Rio",2009,"m"
"Rio",2018,"m"
"Rio",2007,"m"
"Rio",2013,"m"
"Riri",2015,"m"
"Rischa",2001,"w"
"Rissy",2016,"w"
"Rita",2013,"w"
"Rita",2009,"w"
"Rita",2010,"w"
"Rita",2009,"w"
"Riva",2015,"w"
"Riverqueens Love Neverdies",2012,"m"
"Robert",2012,"m"
"Robi",2017,"m"
"Robi",2016,"m"
"Robin (Rocky von Balmfluh)",2008,"m"
"Roby",2008,"m"
"Roby",2006,"m"
"Roby",2008,"m"
"Rocca",2014,"w"
"Rocco",2014,"m"
"Rocco",2013,"m"
"Rocco",2012,"m"
"Rocco",2017,"m"
"Rocco",2010,"m"
"Rocco",2004,"m"
"Rocco",2018,"m"
"Rocco",2006,"m"
"Rocco (Mickey)",2016,"m"
"Rock",2018,"m"
"Rocky",2009,"m"
"Rocky",2010,"m"
"Rocky",2016,"m"
"Rocky",2018,"m"
"Rocky",2010,"m"
"Rocky",2015,"m"
"Rocky",2016,"m"
"Rocky",2014,"m"
"Rocky",2008,"m"
"Rocky",2017,"m"
"Rocky",2012,"m"
"Rocky",2014,"m"
"Rocky",2014,"m"
"Rocky",2014,"m"
"Rocky",2007,"m"
"Rocky",2015,"m"
"Rocky",2009,"m"
"Rocky",2007,"m"
"Rocky",2007,"m"
"Rocky",2007,"m"
"Rocky",2006,"m"
"Rocky",2006,"m"
"Rocky",2006,"m"
"Rocky",2005,"m"
"Rocky",2005,"m"
"Rocky",2004,"m"
"Rocky",2013,"m"
"Rocky",2009,"m"
"Rocky",2013,"m"
"Rocky",2011,"m"
"Rocky",2004,"m"
"Rocky",2009,"m"
"Rocky (Jacky)",2015,"m"
"Rocky (Nikey)",2017,"m"
"Rocky (Rocco)",2016,"m"
"Rocky 43716",2008,"m"
"Roco",2012,"m"
"Roi",2012,"m"
"Roisin",2016,"w"
"Roki",2017,"m"
"Roki",2017,"m"
"Rokko",2012,"m"
"Roky",2013,"m"
"Roky",2018,"m"
"Roky (Apple)",2013,"m"
"Rolex",2007,"m"
"Rolex (Zar vom Alpenland)",2014,"m"
"Rolf",2005,"m"
"Roma",2011,"m"
"Rombo",2008,"m"
"Romeo",2009,"m"
"Romeo",2009,"m"
"Romeo",2012,"m"
"Romeo",2013,"m"
"Romeo",2011,"m"
"Romeo",2014,"m"
"Romeo",2010,"m"
"Romeo",2018,"m"
"Romeo",2018,"m"
"Ron",2010,"m"
"Ronaldo",2014,"m"
"Ronda",2010,"w"
"Rondo",2004,"m"
"Roni",2014,"m"
"Ronja",2017,"w"
"Ronja",2014,"w"
"Ronja",2009,"m"
"Ronja",2012,"w"
"Ronja",2013,"w"
"Ronnie",2012,"m"
"Ronny",2017,"m"
"Ronny James Dio",2014,"m"
"Rony",2015,"m"
"Rony",2018,"m"
"Rony",2009,"m"
"Rony (Rocky)",2007,"m"
"Rory",2012,"m"
"Rosa (Maxime)",2017,"w"
"Rosalie",2008,"w"
"Rosalie",2015,"w"
"Rosalie (Rihana)",2009,"w"
"Rosana de Socrettaz",2013,"w"
"Rosco (Agron)",2017,"m"
"Rose",2012,"w"
"Rosi",2005,"w"
"Rosie",2016,"w"
"Rosie",2017,"w"
"Rosie",2017,"w"
"Rosie",2016,"w"
"Rossi",2009,"w"
"Rosy",2015,"w"
"Rosy",2003,"w"
"Rott",2018,"m"
"Roux",2009,"w"
"Roxburgh's Alouette",2012,"w"
"Roxburgh's Barclay",2012,"m"
"Roxburgh's Neo",2017,"m"
"Roxburgh's Xpected Wanda",2010,"w"
"Roxi",2018,"w"
"Roxi",2012,"w"
"Roxie",2012,"w"
"Roxy",2010,"w"
"Roxy",2017,"m"
"Roxy",2018,"w"
"Roxy",2018,"w"
"Roxy",2004,"w"
"Roxy (Kiwi)",2006,"w"
"Roy",2017,"m"
"Roy",2015,"m"
"Roy",2016,"m"
"Roy",2009,"m"
"Roy",2011,"m"
"Ruben",2015,"m"
"Rubens",2009,"m"
"Rubi",2014,"w"
"Rubi",2017,"w"
"Rubi",2015,"w"
"Rubia",2009,"w"
"Rubina (Lesley)",2011,"w"
"Rubino",2006,"m"
"Rubio",2009,"m"
"Ruby",2018,"w"
"Ruby",2009,"m"
"Ruby",2010,"w"
"Ruby",2012,"w"
"Ruby",2012,"w"
"Ruby",2017,"m"
"Ruby",2013,"m"
"Ruby",2017,"w"
"Ruby (Arany v. Vär Harkaly)",2009,"w"
"Ruby Tuesday",2012,"w"
"Rudi",2016,"m"
"Rudi von der Feldmatt",2016,"m"
"Rudy",2016,"m"
"Rudy (Lara)",2017,"w"
"Rudy (Zidane)",2013,"m"
"Rufus",2010,"m"
"Rufus (Dandy vom Wolfszauber)",2016,"m"
"Ruky",2008,"m"
"Ruma",2016,"w"
"Rumba",2007,"m"
"Rumli",2015,"w"
"Runa",2015,"w"
"Runa",2010,"w"
"Runco",2014,"m"
"Runo",2015,"m"
"Rupert",2010,"m"
"Russia",2011,"w"
"Rusty",2014,"m"
"Rya",2012,"w"
"Réglisse",2018,"m"
"Rémy",2013,"m"
"Saba",2005,"w"
"Saba",2015,"w"
"Saba",2017,"w"
"Saba of Funny Paws",2012,"w"
"Sabana",2010,"w"
"Sabana (Alaia)",2010,"w"
"Sabbia",2017,"w"
"Sabo",2018,"m"
"Sacramento of Gloryland ",2006,"m"
"Safi",2009,"w"
"Safira",2017,"w"
"Safira",2014,"w"
"Saida",2006,"w"
"Sailor",2004,"m"
"Saint Mino of Clermont",2017,"m"
"Sakari Amici per Sempre",2011,"m"
"Sakura",2018,"w"
"Sala",2010,"w"
"Salat",2005,"w"
"Salenta",2007,"w"
"Sally",2007,"w"
"Sally",2003,"w"
"Sally",2018,"w"
"Sally",2011,"w"
"Sally",2007,"w"
"Sally",2012,"w"
"Sally",2017,"w"
"Sally (Bonny)",2016,"w"
"Salma",2012,"w"
"Salva",2010,"m"
"Sam",2013,"m"
"Sam",2008,"m"
"Sam",2011,"m"
"Sam",2018,"m"
"Sam",2017,"m"
"Sam",2018,"m"
"Sam",2016,"m"
"Sam",2012,"m"
"Sam (Inur von Pinscho)",2014,"m"
"Samanta",2012,"w"
"Samantha",2010,"w"
"Samara",2017,"w"
"Samara",2008,"w"
"Samarosina (Sina)",2006,"w"
"Samba",2011,"w"
"Samba",2007,"w"
"Samba",2012,"w"
"Sambi",2009,"m"
"Sambo",2010,"m"
"Sami",2013,"m"
"Samina Summer",2015,"w"
"Samina vom Hause Romeo",2015,"w"
"Samira",2007,"w"
"Samira",2009,"w"
"Samira",2018,"w"
"Samira",2012,"w"
"Samira",2009,"w"
"Samira Sissi",2013,"w"
"Sammy",2014,"m"
"Sammy",2013,"m"
"Sammy",2012,"m"
"Sampha",2014,"m"
"Samson",2007,"m"
"Samson",2012,"m"
"Samson",2011,"m"
"Samurai",2011,"m"
"Samy",2007,"m"
"Samy",2011,"m"
"Samy",2015,"m"
"Samy (Aramis)",2015,"m"
"Samy (Xaro)",2009,"m"
"Sancho",2008,"m"
"Sancho",2004,"m"
"Sancho",2012,"m"
"Sando (Aron)",2011,"m"
"Sandy",2005,"w"
"Sandy",2015,"w"
"Sandy",2010,"m"
"Sandy",2008,"w"
"Sandy",2006,"w"
"Sandy",2005,"w"
"Sandy",2005,"w"
"Sania (Joyce)",2008,"w"
"Sanny",2011,"w"
"Sanscho-Mucho",2012,"m"
"Santa Fee",2008,"w"
"Santo",2004,"m"
"Santos",2006,"m"
"Santos",2009,"m"
"Saphir",2014,"w"
"Saphira",2007,"w"
"Sapho",2008,"w"
"Saqui",2012,"w"
"Sara",2007,"w"
"Sara",2012,"w"
"Sara",2008,"w"
"Sara (Camilla)",2010,"w"
"Sarah",2012,"w"
"Sarah",2016,"w"
"Sari",2016,"w"
"Sari",2010,"w"
"Sari ",2013,"w"
"Sarlotka",2012,"w"
"Saro",2016,"m"
"Sascha",2006,"m"
"Sascha",2009,"w"
"Sascha",2009,"w"
"Sasha",2018,"m"
"Sasha",2005,"w"
"Sasha",2009,"m"
"Sassy",2007,"w"
"Sati (Beltane Bakari)",2016,"w"
"Satoshi",2018,"m"
"Saxo",2016,"m"
"Saya",2015,"w"
"Saya",2018,"m"
"Sballo",2008,"m"
"Scalloway's Gabor-""Che""",2010,"m"
"Scarlett",2009,"w"
"Scarpa",2014,"w"
"Schaetzeli",2010,"w"
"Schaggi",2003,"w"
"Schako",2005,"m"
"Schamu",2015,"m"
"Schari",2009,"w"
"Scharoun",2011,"m"
"Scheila",2013,"w"
"Scheila",2009,"w"
"Scheri",2015,"m"
"Schiegeli",2008,"w"
"Schiila",2015,"w"
"Schimba",2014,"m"
"Schini",2012,"w"
"Schiwa",2009,"w"
"Schizza",2009,"w"
"Schoggi",2016,"w"
"Schoggito",2009,"m"
"Schura",2015,"w"
"Schyla",2008,"w"
"Schämsi",2012,"w"
"Schöggeli",2006,"w"
"Schöggeli",2009,"w"
"Scilla (Sissi)",2014,"w"
"Scooby",2010,"m"
"Scora (Escorial)",2008,"w"
"Scott",2013,"m"
"Scott",2016,"m"
"Scott",2007,"m"
"Scott",2009,"m"
"Scottex",2016,"m"
"Scotti",2009,"m"
"Scotty of Black",2011,"m"
"Scruffy",2007,"w"
"Scrufi",2016,"m"
"Scully",2015,"w"
"Scuna el Kaya",2012,"w"
"Sean von der Sickinger Höhe",2017,"m"
"Sedi",2008,"m"
"Sekov",2016,"m"
"Seli",2006,"w"
"Selly",2010,"w"
"Selly",2016,"w"
"Selly",2016,"w"
"Semily",2013,"w"
"Semkyi",2016,"w"
"Semy Pomstaff",2017,"m"
"Senni",2012,"w"
"Senta",2013,"w"
"Senta",2013,"w"
"Senta",2012,"w"
"Sepp",2017,"m"
"Seppi",2013,"m"
"Seppli",2006,"m"
"Seppli",2009,"m"
"Sereno",2008,"m"
"Serni Senja",2014,"w"
"Sestra",2018,"w"
"Seta",2006,"w"
"Seth",2013,"m"
"Seth von der Brausmatt",2018,"m"
"Seti",2002,"w"
"Sevda",2011,"w"
"Seymi",2015,"w"
"Sgilti",2003,"m"
"Shade",2017,"w"
"Shade",2014,"w"
"Shadow",2007,"m"
"Shadow",2007,"m"
"Shadow",2016,"m"
"Shady (Lola)",2014,"w"
"Shae",2014,"w"
"Shailia",2008,"w"
"Shaina",2008,"w"
"Shaka",2017,"w"
"Shakira",2010,"w"
"Shakur",2003,"m"
"Shally",2013,"w"
"Shamira (Houki)",2012,"w"
"Shamun-Erasmus",2007,"m"
"Shana",2008,"w"
"Shana",2012,"w"
"Shanaja's Gentle Gavin ""Hjari""",2010,"m"
"Shanaya",2014,"w"
"Shane",2010,"w"
"Shangai",2012,"w"
"Shani",2011,"w"
"Shannon",2014,"w"
"Shanti",2011,"w"
"Shanti",2008,"w"
"Shanti",2014,"m"
"Shari",2011,"w"
"Sharif",2010,"m"
"Sharos",2017,"m"
"Sharuk",2017,"m"
"Shayla",2012,"w"
"Shea",2014,"w"
"Sheba",2015,"w"
"Sheba",2009,"w"
"Sheela",2006,"w"
"Sheela",2004,"w"
"Sheila",2009,"w"
"Sheila",2008,"w"
"Sheila",2012,"w"
"Sheila",2004,"w"
"Sheila (Cikita, Krasa)",2007,"w"
"Sheila (Kia)",2012,"w"
"Sheila (Winnie)",2005,"w"
"Shelby",2008,"w"
"Shelby vom Ricken",2016,"w"
"Shelly",2016,"w"
"Shelly",2013,"w"
"Shelly (Zina)",2013,"w"
"Sheriff",2017,"m"
"Sherlock",2010,"m"
"Sherlock",2010,"m"
"Sherri-Lola of Clermont",2017,"w"
"Sherry",2015,"w"
"Shetoua",2008,"w"
"Sheyla",2016,"w"
"Shila",2001,"w"
"Shila",2009,"w"
"Shila",2016,"w"
"Shila",2016,"w"
"Shila",2007,"w"
"Shila",2017,"w"
"Shila",2006,"w"
"Shila",2011,"w"
"Shila (Ofra)",2018,"w"
"Shilou",2007,"w"
"Shirin",2012,"w"
"Shirin",2010,"w"
"Shirkaan",2011,"m"
"Shirley",2006,"w"
"Shirly",2008,"w"
"Shiro",2015,"m"
"Shiry (Shirkhan)",2011,"m"
"Shiva",2016,"w"
"Shiva",2004,"w"
"Shiva (Lou)",2015,"w"
"Shoona",2005,"w"
"Shrek",2009,"m"
"Shuki",2010,"m"
"Shungi",2018,"w"
"Shyra",2004,"w"
"Sibelius",2004,"m"
"Sibi",2010,"w"
"Sid",2013,"m"
"Sid",2006,"m"
"Side-Line's Into",2008,"m"
"Sienna",2013,"w"
"Sierra",2018,"w"
"Sig",2012,"m"
"Sigi",2013,"m"
"Signorina",2011,"w"
"Signorina",2016,"w"
"Sila",2014,"w"
"Silva",2017,"w"
"Simba",2016,"m"
"Simba",2018,"m"
"Simba",2014,"m"
"Simba",2005,"m"
"Simba",2017,"w"
"Simba",2017,"w"
"Simba",2017,"m"
"Simba",2016,"m"
"Simba",2014,"m"
"Simba",2010,"w"
"Simba",2010,"w"
"Simba",2016,"m"
"Simba",2014,"m"
"Simba",2018,"m"
"Simba",2018,"w"
"Simba",2018,"m"
"Simba",2011,"m"
"Simba",2017,"m"
"Simba",2017,"m"
"Simba",2016,"m"
"Simba",2016,"m"
"Simba",2007,"m"
"Simba",2018,"m"
"Simba",2011,"m"
"Simba",2004,"m"
"Simba",2005,"w"
"Simba",2003,"w"
"Simba",2007,"w"
"Simba",2014,"m"
"Simba",2014,"w"
"Simba",2013,"w"
"Simba (Ferro)",2017,"m"
"Simba (Gordon)",2014,"m"
"Simmy",2013,"w"
"Simon",2016,"m"
"Simply Silkie",2015,"w"
"Simy",2016,"w"
"Sina",2011,"w"
"Sina",2003,"w"
"Sina",2006,"w"
"Sina",2007,"w"
"Sina",2017,"w"
"Sina (Kaya)",2018,"w"
"Sinas (Richard)",2016,"m"
"Sinda",2004,"w"
"Sindbad",2013,"m"
"Sinta",2007,"w"
"Sir Attila",2012,"m"
"Sir Bubbles",2012,"m"
"Sir Collin-Flash",2010,"m"
"Sir Harley",2017,"m"
"Sir Henry (Grasso Fellow)",2016,"m"
"Sir Vladimir",2012,"m"
"Sir. Optimus Prime",2013,"m"
"Sira",2013,"w"
"Sira",2006,"w"
"Sira",2004,"w"
"Sira",2009,"w"
"Sira",2010,"w"
"Sira",2008,"w"
"Sira",2013,"w"
"Sira (Dara)",2017,"w"
"Sira vom Mühlehof",2010,"w"
"Sirah",2013,"w"
"Siri",2016,"m"
"Siri",2013,"w"
"Siri",2012,"w"
"Siri",2008,"w"
"Siri (Bella)",2005,"w"
"Siri (PluckyJumper)",2010,"w"
"Sirio",2016,"m"
"Sirius (Jonny's Sirius v. ad.)",2013,"m"
"Sirja",2015,"w"
"Sirona",2015,"w"
"Sirya",2007,"w"
"Sisi Lakatosz",2018,"w"
"Sisina",2007,"w"
"Siska",2013,"w"
"Sisko de la Pierreavoir",2012,"m"
"Sissi",2013,"w"
"Sissi",2012,"w"
"Sissi",2011,"w"
"Sissi",2014,"w"
"Sissi",2005,"w"
"Sissi",2009,"w"
"Sissi",2008,"w"
"Sissi",2015,"w"
"Sissi",2017,"w"
"Sissi",2017,"w"
"Sissi",2017,"w"
"Sissi",2007,"w"
"Sissi",2010,"w"
"Sissi",2011,"w"
"Sissy",2015,"w"
"Sissy",2008,"w"
"Sitara",2017,"w"
"Sivert",2011,"m"
"Siyah",2017,"w"
"Skayli",2018,"w"
"Skip",2007,"m"
"Skip",2010,"m"
"Skipper",2013,"m"
"Skippy",2006,"m"
"Skippy (Sly)",2016,"m"
"Sky",2016,"m"
"Sky",2017,"m"
"Sky",2012,"m"
"Sky",2012,"w"
"Sky",2011,"m"
"Sky",2010,"m"
"Sky",2018,"m"
"Sky",2013,"m"
"Sky (Snow Whity)",2006,"w"
"Skye",2016,"w"
"Skye",2016,"w"
"Skyla",2012,"w"
"Skyla",2009,"w"
"Skyla",2007,"w"
"Skyler of Sky d'or",2013,"m"
"Slash",2012,"m"
"Slim (Levenghyl)",2011,"m"
"Smile",2018,"m"
"Smilla",2008,"w"
"Smilla",2017,"w"
"Smooth Power It's Gattuso",2011,"m"
"Snickers",2015,"m"
"Snobi",2004,"w"
"Snooki",2012,"w"
"Snoop",2009,"m"
"Snoop (Uli van Felax)",2008,"m"
"Snoop Dog",2018,"m"
"Snoopi",2004,"m"
"Snoopy",2009,"m"
"Snoopy",2010,"m"
"Snoopy",2017,"m"
"Snoopy",2007,"m"
"Snoopy",2018,"w"
"Snoopy",2007,"m"
"Snoopy",2016,"m"
"Snoopy",2017,"w"
"Snoopy",2008,"m"
"Snoopy",2001,"m"
"Snoopy",2006,"m"
"Snoopy",2007,"m"
"Snoopy",2007,"m"
"Snoopy",2011,"m"
"Snoopy",2004,"m"
"Snoopy",2009,"m"
"Snoopy",2013,"m"
"Snoopy",2015,"m"
"Snoopy",2014,"m"
"Snoopy",2011,"m"
"Snoopy",2014,"m"
"Snoopy",2013,"m"
"Snoopy (Zico)",2009,"m"
"Snoopy Mike",2011,"m"
"Snoppy",2015,"m"
"Snoppy",2013,"m"
"Snoppy",2015,"m"
"Snow",2010,"w"
"Snowy",2013,"m"
"Snowy",2006,"m"
"Snowy",2007,"m"
"Snupi",2016,"m"
"Sofi",2007,"w"
"Sofi",2017,"w"
"Sofia",2014,"w"
"Sofinka",2010,"w"
"Sokrates",2017,"m"
"Sol",2014,"w"
"Sole",2008,"m"
"Somali",2008,"w"
"Sombra",2013,"w"
"Sonny",2015,"m"
"Sope",2014,"m"
"Sophia",2013,"w"
"Sophia",2017,"w"
"Sophia",2009,"w"
"Sophia",2010,"w"
"Sophia (Luca)",2016,"w"
"Sophie",2010,"w"
"Sophie",2014,"w"
"Sophie",2017,"w"
"Sophie",2011,"w"
"Sophie",2010,"w"
"Sophie",2012,"w"
"Sophie",2009,"w"
"Sophie",2005,"w"
"Sophie",2012,"w"
"Sophie (Lara)",2007,"w"
"Sophy",2015,"w"
"Soraya",2012,"w"
"Sorbas",2008,"m"
"Sorcha vom Sitegässli",2018,"w"
"Sorscha",2012,"w"
"Souris",2008,"w"
"Spajk",2013,"m"
"Spank",2016,"m"
"Spank",2010,"m"
"Spar",2004,"m"
"Sparki",2009,"w"
"Sparta",2009,"w"
"Speedy",2006,"m"
"Speedy",2009,"m"
"Speedy",2006,"m"
"Speedy",2013,"m"
"Speedy (Benie)",2017,"m"
"Speedy (Monty)",2013,"m"
"Speedy2",2013,"m"
"Spelvin",2006,"m"
"Spencer",2014,"m"
"Spencer von Siete de Oro",2018,"m"
"Spicy",2003,"w"
"Spik",2003,"m"
"Spike",2010,"m"
"Spike",2018,"m"
"Spike",2008,"m"
"Spike",2014,"m"
"Spike",2010,"m"
"Spike",2015,"m"
"Spike",2011,"m"
"Spike",2011,"m"
"Spike",2016,"m"
"Spike (Pickwick)",2008,"m"
"Spiky",2008,"m"
"Spiky",2014,"m"
"Spillo",2006,"m"
"Spina",2008,"w"
"Spirov",2017,"m"
"Spjke",2011,"m"
"Spok",2018,"m"
"Spot",2015,"m"
"Spunky",2006,"m"
"Spyke",2007,"m"
"Spyke",2017,"m"
"Spyke",2013,"m"
"Srecko",2012,"m"
"Stella",2007,"w"
"Stella",2010,"w"
"Stella",2017,"w"
"Stella",2010,"w"
"Stella",2008,"w"
"Stella",2011,"w"
"Stella",2011,"w"
"Stella",2018,"w"
"Stella",2018,"w"
"Stella",2017,"w"
"Stella",2017,"w"
"Stella",2016,"w"
"Stella",2013,"w"
"Stella",2009,"w"
"Stella",2016,"w"
"Stella",2016,"w"
"Stella",2016,"w"
"Stella",2012,"w"
"Stella",2007,"w"
"Stella",2015,"w"
"Stella",2008,"w"
"Stella",2007,"w"
"Stella",2014,"w"
"Stella (Nina)",2018,"w"
"Steve",2017,"m"
"Stimpi",2008,"m"
"Stitch",2015,"m"
"Storm",2017,"w"
"Stratos ex Blas",2015,"m"
"Strietta",2016,"w"
"Strupi",2018,"w"
"Struppi",2009,"m"
"Struppi",2012,"m"
"Struppi",2009,"m"
"Struppi",2014,"m"
"Struppi (Bajka)",2010,"w"
"Struppi (Cliford)",2007,"m"
"Studci",2005,"w"
"Stychy",2013,"w"
"Sugar",2006,"w"
"Sugus",2018,"m"
"Sugus",2014,"m"
"Sugus",2016,"w"
"Suki",2010,"w"
"Suki",2017,"w"
"Suki",2012,"w"
"Suki",2013,"w"
"Suki",2011,"w"
"Sultan",2016,"m"
"Sultan",2006,"m"
"Sultan",2009,"m"
"Summer (Jollity's Love)",2018,"w"
"Sumo",2015,"m"
"Sumo",2006,"m"
"Sun Moon Stars Xenie",2012,"w"
"Sunchi",2007,"w"
"Sunny",2010,"w"
"Sunny",2015,"m"
"Sunny",2006,"m"
"Sunny",2013,"w"
"Sunny",2009,"m"
"Sunny",2010,"m"
"Sunny",2018,"w"
"Sunny",2014,"w"
"Sunny",2008,"w"
"Sunny",2014,"m"
"Sunny",2007,"m"
"Sunny (Sunny Boy)",2008,"m"
"Suny",2005,"m"
"Superman",2015,"m"
"Suri",2017,"w"
"Suri",2012,"w"
"Sushi",2005,"w"
"Susi",2007,"w"
"Susi",2010,"w"
"Susi",2011,"w"
"Susi",2010,"w"
"Susi",2013,"w"
"Susu",2013,"w"
"Susy",2014,"w"
"Suza",2010,"w"
"Sweety",2016,"w"
"Sweety",2005,"w"
"Sweety Liska",2009,"w"
"Sya",2016,"w"
"Sydney",2008,"w"
"Syrah (Sunny vom Flüeli)",2018,"w"
"Säm",2009,"m"
"Sämi",2011,"m"
"Sämi",2008,"m"
"Sämi",2017,"m"
"Sämi",2006,"m"
"Sämi",2008,"m"
"Sämi",2011,"m"
"Sämi",2013,"m"
"Sämi (Samuel)",2012,"m"
"Sämy",2010,"m"
"Sämy",2006,"m"
"Sändy (Cindy)",2007,"w"
"Séamus (Elio)",2017,"m"
"Söni",2006,"w"
"Süti",2010,"w"
"T Schugeli Amsler",2018,"m"
"TJ",2009,"m"
"Tabac",2010,"w"
"Tabant (Trabi)",2018,"w"
"Tabasco",2007,"m"
"Taco",2018,"m"
"Taco",2008,"m"
"Taco",2005,"m"
"Taco",2015,"m"
"Taco (Oliver)",2008,"m"
"Tadao",2017,"m"
"Taffi",2003,"m"
"Tahona von Mahalanme",2012,"w"
"Taisha del tesoro d'oro",2016,"w"
"Taka (Rubin Hachiko)",2011,"m"
"Tala",2010,"w"
"Tala Ishani",2013,"w"
"Talana",2016,"w"
"Talia",2018,"w"
"Talos",2015,"m"
"Talua",2017,"w"
"Tamara",2009,"w"
"Tami",2012,"w"
"Tami",2006,"w"
"Tamino",2008,"m"
"Tammy",2004,"w"
"Tammy",2016,"w"
"Tamo Ba-Tu",2012,"m"
"Tamus Tisza von Erdö",2014,"w"
"Tango",2011,"m"
"Tango",2010,"m"
"Tango",2012,"m"
"Tany",2010,"w"
"Taonga Binah",2011,"w"
"Tapona (Tapsi)",2007,"w"
"Tara",2010,"w"
"Tara",2014,"w"
"Tara",2005,"w"
"Tara",2006,"w"
"Tara",2007,"w"
"Tara",2015,"w"
"Tara von Hostris",2011,"w"
"Taranis",2012,"m"
"Taro",2008,"m"
"Taro",2012,"m"
"Taron",2008,"m"
"Tartine",2004,"w"
"Tarwen",2013,"w"
"Tarzan",2012,"m"
"Tarzan",2006,"m"
"Tarzan",2013,"m"
"Tashi",2012,"m"
"Tashi",2006,"m"
"Tashi Mc Leod's Love Me Dear ",2016,"m"
"Taskia",2016,"w"
"Tata",2017,"w"
"Tati",2010,"w"
"Taya",2015,"w"
"Tayson",2009,"m"
"Tayson",2017,"m"
"Tchato",2011,"m"
"Tea",2009,"w"
"Teco",2014,"m"
"Ted",2006,"m"
"Teddi",2008,"m"
"Teddy",2007,"m"
"Teddy",2012,"m"
"Teddy",2016,"m"
"Teddy",2016,"m"
"Teddy",2016,"m"
"Teddy",2010,"m"
"Teddy",2009,"m"
"Teddy",2018,"m"
"Teddy",2018,"m"
"Teddy",2017,"m"
"Teddy",2017,"m"
"Teddy ",2014,"m"
"Teddy Bear",2012,"m"
"Teddy vom Ammeler Forst",2015,"w"
"Teela",2006,"w"
"Tell v. Merzenbrunnen",2010,"m"
"Telma (Everest First Venus)",2015,"w"
"Telunia",2010,"w"
"Tenten",2004,"w"
"Tenya",2010,"w"
"Teo",2011,"m"
"Teo",2014,"m"
"Teo",2015,"m"
"Teo",2016,"m"
"Tequila",2016,"w"
"Tequila",2007,"m"
"Tequila",2009,"m"
"Tequilla",2003,"w"
"Terka",2005,"w"
"Terra",2018,"w"
"Terri",2006,"m"
"Terry",2008,"m"
"Terry",2012,"m"
"Terry",2013,"m"
"Terry",2009,"m"
"Terry",2004,"m"
"Tesla",2017,"w"
"Tess ",2015,"w"
"Tessa",2015,"w"
"Tessa (Kylie)",2017,"w"
"Tessi (Nocha)",2007,"w"
"Tessy",2013,"w"
"Tessy",2012,"w"
"Teto",2008,"w"
"Tex",2017,"m"
"Thai",2011,"m"
"Thaia",2009,"w"
"The Dragon Elliot of Fantasy ",2014,"m"
"Thelma",2017,"w"
"Theo",2005,"m"
